NSTEP   Etot(kcal/mol) 
21500 	 -4912.5805 
21600 	 -4939.9299 
21700 	 -4923.4478 
21800 	 -4885.8822 
21900 	 -4879.1104 
22000 	 -4871.2521 
22100 	 -4846.9889 
22200 	 -4870.2887 
22300 	 -4814.2051 
22400 	 -4782.7933 
22500 	 -4827.9125 
22600 	 -4849.4257 
22700 	 -4896.8849 
22800 	 -4898.4300 
22900 	 -4887.3311 
23000 	 -4920.3260 
23100 	 -4929.5851 
23200 	 -4961.0590 
23300 	 -4904.5845 
23400 	 -4913.8577 
23500 	 -4893.3502 
23600 	 -4872.0999 
23700 	 -4799.1635 
23800 	 -4844.1789 
23900 	 -4857.2238 
24000 	 -4852.7959 
24100 	 -4937.0545 
24200 	 -4932.0827 
24300 	 -4903.7197 
24400 	 -4917.5152 
24500 	 -4917.0623 
24600 	 -4929.6231 
24700 	 -4911.2961 
24800 	 -4900.8126 
24900 	 -4872.0052 
25000 	 -4894.1473 
25100 	 -4926.5634 
25200 	 -4936.8213 
25300 	 -4873.3118 
25400 	 -4926.9161 
25500 	 -4915.6954 
25600 	 -4905.3008 
25700 	 -4890.1921 
25800 	 -4882.1300 
25900 	 -4916.5499 
26000 	 -4886.9469 
26100 	 -4850.5461 
26200 	 -4859.8111 
26300 	 -4846.7970 
26400 	 -4842.1241 
26500 	 -4858.2108 
26600 	 -4826.8505 
26700 	 -4795.8374 
26800 	 -4811.9221 
26900 	 -4888.6634 
27000 	 -4909.6700 
27100 	 -4933.4484 
27200 	 -4977.5063 
27300 	 -4992.3263 
27400 	 -4977.7844 
27500 	 -4966.7665 
27600 	 -4972.1345 
27700 	 -4947.9832 
27800 	 -4974.7886 
27900 	 -4973.9220 
28000 	 -4942.2304 
28100 	 -4943.4810 
28200 	 -4932.4172 
28300 	 -4962.9499 
28400 	 -4951.6520 
28500 	 -4942.7002 
28600 	 -4982.3862 
28700 	 -4983.9897 
28800 	 -4983.2188 
28900 	 -4997.9833 
29000 	 -5056.4832 
29100 	 -5022.3178 
29200 	 -4990.2883 
29300 	 -4955.9855 
29400 	 -4922.5797 
29500 	 -4918.2425 
29600 	 -4901.2145 
29700 	 -4864.5383 
29800 	 -4869.5219 
29900 	 -4922.5511 
30000 	 -4917.4126 
30000 	 -4928.8228 
30000 	 -4829.8013 
